term;tag;value;pstv;neut;ngtv;dunno;distortion
слышать;NEUT;0.4214;0.3981;0.5;0.0278;0.0741;0.0297
слышаться;NEUT;0.0488;0.1765;0.6118;0.0706;0.1412;0.0988
слышимость;NEUT;0.2561;0.3069;0.604;0.0297;0.0594;0.0326
слэнг;NEUT;0.1735;0.22;0.54;0.11;0.13;0.165
слюна;NEUT;0.0;0.1333;0.7;0.0667;0.1;0.1
слюни;NEUT;-0.3361;0.0849;0.5094;0.3208;0.0849;0.1074
слюнка;NEUT;0.0825;0.1779;0.5092;0.1411;0.1718;0.253
слюнтяй;NGTV;-1.0;0.0357;0.0714;0.7857;0.1071;0.0373
слюнтяйка;NGTV;-0.9063;0.0227;0.2159;0.6591;0.1023;0.0235
слюнявить;NGTV;-0.8551;0.0784;0.2255;0.598;0.098;0.0887
слюнявчик;NEUT;0.0;0.1667;0.6667;0.0667;0.1;0.0933
слюнявый;NGTV;-0.9;0.0676;0.2297;0.6892;0.0135;0.0742
слякотный;NGTV;-0.9444;0.04;0.2;0.68;0.08;0.0424
слякоть;NGTV;-0.9375;0.0;0.2308;0.7692;0.0;0.0
слёзка;NEUT;-0.313;0.1296;0.4259;0.2963;0.1481;0.1863
смазать;NEUT;0.1383;0.1905;0.5143;0.1048;0.1905;0.1624
смазливый;NGTV;-0.6009;0.1619;0.2286;0.4667;0.1429;0.2181
смазывание;NEUT;0.0347;0.1565;0.5652;0.113;0.1652;0.1947
смазывать;NEUT;0.2179;0.2692;0.5865;0.0577;0.0865;0.0701
смайл;PSTV;0.7909;0.58;0.26;0.06;0.1;0.0662
смайлик;PSTV;0.6429;0.5347;0.3564;0.0099;0.099;0.0101
смартфон;NEUT;0.1;0.2353;0.7059;0.0;0.0588;0.0
смастерить;PSTV;0.6707;0.5446;0.3366;0.0099;0.1089;0.0101
сматывать;NEUT;-0.1129;0.12;0.55;0.19;0.14;0.1958
сматываться;NGTV;-0.6512;0.1176;0.2941;0.4608;0.1275;0.1477
смахивать;NEUT;0.0;0.1;0.63;0.15;0.12;0.1667
смахнуть;NEUT;0.0;0.08;0.76;0.04;0.12;0.06
смачивание;NEUT;0.0625;0.2143;0.7143;0.0;0.0714;0.0
смачный;PSTV;0.8588;0.53;0.16;0.15;0.16;0.1925
смекалка;PSTV;1.0;0.9286;0.0357;0.0;0.0357;0.0
смекать;PSTV;0.9231;0.5714;0.1786;0.0714;0.1786;0.0804
смекнуть;PSTV;0.7925;0.56;0.25;0.06;0.13;0.0664
смелеть;PSTV;0.8529;0.5631;0.2136;0.0777;0.1456;0.0884
смелость;PSTV;1.0;0.92;0.08;0.0;0.0;0.0
смелый;PSTV;1.0;0.8;0.08;0.08;0.04;0.088
смельчак;PSTV;1.0;0.7037;0.1111;0.037;0.1481;0.039
смена;NEUT;0.1;0.1935;0.5806;0.0538;0.172;0.0687
сменить;NEUT;0.0833;0.2188;0.6875;0.0313;0.0625;0.0357
смениться;NEUT;0.0;0.1304;0.5435;0.0652;0.2609;0.0978
сменка;NEUT;0.0556;0.2;0.68;0.04;0.08;0.048
сменный;NEUT;0.0;0.1143;0.7143;0.0571;0.1143;0.0857
сменщица;NEUT;0.1;0.2;0.6;0.0;0.2;0.0
сменяемость;NEUT;0.1064;0.1863;0.549;0.0882;0.1765;0.13
сменять;NEUT;0.0357;0.2;0.72;0.04;0.04;0.048
сменяться;NEUT;0.0;0.1538;0.7692;0.0385;0.0385;0.0481
смерить;NEUT;-0.0659;0.1456;0.4854;0.1748;0.1942;0.267
смериться;NEUT;-0.055;0.2;0.46;0.23;0.11;0.3739
смеркаться;NEUT;0.0455;0.16;0.56;0.04;0.24;0.05
смертельный;NGTV;-1.0;0.0;0.16;0.8;0.04;0.0
смертник;NGTV;-0.9;0.0769;0.2308;0.6923;0.0;0.0855
смертница;NGTV;-1.0;0.0;0.0625;0.875;0.0625;0.0
смертность;NGTV;-0.5625;0.0693;0.396;0.4752;0.0594;0.0794
смертный;NEUT;-0.0769;0.069;0.5517;0.1724;0.2069;0.0966
смерть;NGTV;-0.7154;0.0796;0.3009;0.5487;0.0708;0.0912
смеситель;NEUT;0.0769;0.1786;0.5714;0.0714;0.1786;0.1
сместить;NEUT;-0.0217;0.1275;0.5882;0.1569;0.1275;0.231
сместиться;NEUT;0.0;0.0385;0.6923;0.1154;0.1538;0.0513
смесь;NEUT;0.0;0.1333;0.6222;0.0667;0.1778;0.1
сметана;NEUT;0.5238;0.44;0.41;0.04;0.11;0.0436
сметанка;PSTV;0.9;0.6429;0.2143;0.0;0.1429;0.0
сметанный;NEUT;0.378;0.3564;0.505;0.0297;0.1089;0.0322
сметать;NEUT;-0.1982;0.18;0.34;0.29;0.19;0.2917
сметливый;PSTV;0.8077;0.4851;0.2079;0.099;0.2079;0.1192
смех;PSTV;1.0;0.6897;0.1379;0.069;0.1034;0.0759
смехотворность;NEUT;0.044;0.3426;0.2315;0.3148;0.1111;0.6041
смехотворный;NEUT;0.2623;0.4231;0.2115;0.2692;0.0962;0.4406
смешанность;NEUT;0.0;0.1786;0.7143;0.0714;0.0357;0.1
смешать;NEUT;0.0217;0.1538;0.5769;0.0385;0.2308;0.0481
смешаться;NEUT;0.0;0.037;0.6667;0.1111;0.1852;0.0494
смешение;NEUT;0.2451;0.2405;0.4873;0.057;0.2152;0.0705
смешивать;NEUT;0.0946;0.2178;0.6634;0.0396;0.0792;0.0468
смешиваться;NEUT;0.0;0.08;0.8;0.0;0.12;0.0
смешинка;PSTV;1.0;0.7407;0.1481;0.037;0.0741;0.0389
смешить;PSTV;1.0;0.7692;0.1538;0.0385;0.0385;0.0404
смешливость;PSTV;0.9;0.6;0.2;0.0667;0.1333;0.0741
смешливый;PSTV;0.9;0.6;0.2;0.0667;0.1333;0.0741
смешной;PSTV;0.9255;0.6905;0.2143;0.0714;0.0238;0.0788
смешок;NEUT;0.257;0.3627;0.3137;0.2059;0.1176;0.3227
смещать;NEUT;0.0556;0.1754;0.5965;0.1228;0.1053;0.2088
смещаться;NEUT;0.0;0.08;0.76;0.0;0.16;0.0
смеяться;PSTV;0.9;0.6364;0.2121;0.0303;0.1212;0.0317
сминаться;NEUT;-0.2222;0.1176;0.4314;0.2157;0.2353;0.1818
смирение;NEUT;0.3537;0.3153;0.4775;0.1171;0.0901;0.1606
смиренность;PSTV;0.562;0.434;0.3491;0.1132;0.1038;0.1427
смиренный;NEUT;0.4375;0.3543;0.4252;0.0787;0.1417;0.0962
смирить;NEUT;0.4071;0.3431;0.3725;0.1176;0.1667;0.158
смириться;NEUT;-0.0653;0.2255;0.4412;0.2647;0.0686;0.4176
смирный;NEUT;0.5;0.45;0.45;0.04;0.06;0.0436
смиряться;NEUT;0.1705;0.2963;0.4259;0.1944;0.0833;0.322
смоделировать;NEUT;0.4485;0.43;0.5;0.03;0.04;0.0321
смола;NEUT;0.1;0.2093;0.6279;0.0349;0.1279;0.0407
смолкнуть;NEUT;-0.1366;0.17;0.41;0.24;0.18;0.2904
смолчать;NEUT;-0.2636;0.0943;0.5094;0.2642;0.1321;0.128
смонтировать;NEUT;0.3976;0.38;0.51;0.03;0.08;0.0324
сморкание;NGTV;-0.3898;0.0792;0.4752;0.3465;0.099;0.0973
сморкаться;NEUT;-0.0178;0.2039;0.5146;0.2136;0.068;0.3985
сморкнуться;NEUT;-0.2119;0.0769;0.5299;0.2393;0.1538;0.1016
смородина;PSTV;0.5952;0.5;0.38;0.04;0.08;0.0432
смородиновый;NEUT;0.1;0.2143;0.6429;0.0357;0.1071;0.0417
сморозить;NGTV;-0.9783;0.0845;0.169;0.6338;0.1127;0.0958
сморщиваться;NGTV;-0.5565;0.08;0.39;0.46;0.07;0.0939
сморщить;NGTV;-0.5;0.099;0.4158;0.4158;0.0693;0.1226
сморщиться;NGTV;-0.574;0.15;0.29;0.47;0.09;0.1979
смотать;NEUT;0.0053;0.1569;0.6176;0.1078;0.1176;0.182
смотаться;NEUT;-0.2511;0.1584;0.3861;0.297;0.1584;0.2429
смотреть;NEUT;0.0;0.0769;0.8462;0.0385;0.0385;0.0577
смотреться;NEUT;0.1667;0.2632;0.6579;0.0351;0.0439;0.0398
смочить;NEUT;0.0;0.08;0.84;0.04;0.04;0.06
смочь;PSTV;0.7405;0.5098;0.2614;0.0392;0.1895;0.0422
смуглость;NEUT;0.0;0.08;0.84;0.0;0.08;0.0
смуглый;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
смузи;NEUT;0.436;0.3861;0.4653;0.0297;0.1188;0.032
смутить;NGTV;-0.7091;0.1089;0.2871;0.5149;0.0891;0.1319
смутиться;NEUT;-0.2764;0.1667;0.4123;0.3333;0.0877;0.25
смутный;NGTV;-0.78;0.0702;0.2632;0.5702;0.0965;0.0788
смухлевать;NGTV;-1.0;0.0;0.12;0.84;0.04;0.0
смущать;NEUT;-0.2965;0.098;0.5196;0.2941;0.0882;0.1307
смущаться;NEUT;0.1659;0.2427;0.5146;0.1553;0.0874;0.2548
смущение;NEUT;-0.0357;0.2059;0.4706;0.2255;0.098;0.3939
смывать;NEUT;0.0;0.12;0.56;0.04;0.28;0.0533
смываться;NEUT;-0.3038;0.1569;0.3627;0.3333;0.1471;0.2307
смыкать;NEUT;0.0455;0.1333;0.4667;0.0667;0.3333;0.1
смыкаться;NEUT;-0.0556;0.0714;0.6071;0.1786;0.1429;0.1
смысл;NEUT;0.4248;0.3761;0.4679;0.055;0.1009;0.0631
смыть;NEUT;0.1;0.2308;0.6923;0.0;0.0769;0.0
смыться;NGTV;-0.542;0.07;0.38;0.43;0.12;0.0814
смышлять;PSTV;0.587;0.4455;0.3465;0.0495;0.1584;0.055
смышлёность;PSTV;1.0;0.92;0.0;0.04;0.04;0.0417
смышлёный;PSTV;1.0;0.7647;0.1765;0.0588;0.0;0.0633
смягчать;PSTV;1.0;0.64;0.16;0.08;0.12;0.09
смягчаться;PSTV;0.9;0.6429;0.2143;0.0714;0.0714;0.0794
смягчение;PSTV;0.7564;0.59;0.29;0.04;0.08;0.0427
смягчить;PSTV;0.9;0.72;0.24;0.04;0.0;0.0422
смягчиться;PSTV;0.9857;0.7419;0.1935;0.0323;0.0323;0.0337
смягчённый;NEUT;0.5075;0.4018;0.3929;0.0714;0.1339;0.0841
смять;NGTV;-0.525;0.0874;0.3786;0.4078;0.1262;0.1061
смяться;NEUT;0.2857;0.4151;0.2453;0.2453;0.0943;0.3902
снабжать;NEUT;0.4677;0.396;0.4356;0.0792;0.0891;0.095
снабжаться;NEUT;0.4915;0.3786;0.3883;0.0971;0.1359;0.122
снабжение;NEUT;0.4926;0.4455;0.4554;0.0099;0.0891;0.0101
снайпер;NEUT;-0.3303;0.13;0.42;0.31;0.14;0.1845
снайперски;PSTV;0.661;0.5149;0.3267;0.0693;0.0891;0.0786
снайперский;NEUT;0.1616;0.2277;0.4554;0.1485;0.1683;0.2454
снаряд;NGTV;-0.413;0.1068;0.4369;0.3398;0.1165;0.1404
снарядиться;NEUT;0.3534;0.33;0.5;0.04;0.13;0.0448
снаряжать;NEUT;0.3837;0.3486;0.4862;0.0459;0.1193;0.0519
снаряжаться;NEUT;0.3205;0.3077;0.5096;0.0288;0.1538;0.0316
снаряжение;NEUT;0.1857;0.24;0.57;0.13;0.06;0.2004
сначала;NEUT;0.0676;0.1944;0.6389;0.0278;0.1389;0.0317
снег;NEUT;0.1944;0.2475;0.5743;0.0495;0.1287;0.0594
снегирь;NEUT;0.381;0.3663;0.5149;0.0297;0.0891;0.0321
снеговик;PSTV;0.5538;0.4752;0.4059;0.0297;0.0891;0.0316
снегоочиститель;NEUT;0.5079;0.43;0.42;0.05;0.1;0.0558
снегопад;NEUT;0.25;0.2818;0.5636;0.0909;0.0636;0.1202
снегоуборочный;NEUT;0.051;0.2093;0.7209;0.0;0.0698;0.0
снегоуборщик;NEUT;0.412;0.3762;0.4851;0.0396;0.099;0.0438
снегурочка;PSTV;0.9857;0.6765;0.1765;0.0882;0.0588;0.0997
снежинка;NEUT;0.5077;0.4356;0.4257;0.0396;0.099;0.0432
снежный;NEUT;0.0769;0.2;0.64;0.0533;0.1067;0.0676
снежок;PSTV;0.6591;0.58;0.37;0.02;0.03;0.0207
снести;NEUT;-0.3158;0.09;0.52;0.31;0.08;0.1161
снижать;NEUT;-0.25;0.12;0.52;0.26;0.1;0.1754
снижаться;NEUT;-0.339;0.09;0.52;0.33;0.06;0.1145
снижение;NGTV;-0.4344;0.068;0.4466;0.3689;0.1165;0.0805
снизиться;NGTV;-0.4426;0.11;0.43;0.37;0.09;0.1427
снимать;NEUT;0.1466;0.2066;0.5455;0.1322;0.1157;0.2169
сниматься;NEUT;0.1264;0.19;0.53;0.08;0.2;0.1137
снимок;NEUT;0.1;0.2308;0.6923;0.0385;0.0385;0.0449
снисходительно;NEUT;0.27;0.3832;0.2243;0.2336;0.1589;0.3761
снисходительный;NEUT;0.3415;0.3529;0.4118;0.1471;0.0882;0.2083
сниться;NEUT;0.1;0.2222;0.6667;0.0222;0.0889;0.0244
снова;NEUT;0.0;0.098;0.7059;0.0588;0.1373;0.0941
сновидение;NEUT;0.0;0.16;0.8;0.04;0.0;0.05
сновиденье;NEUT;0.3607;0.3465;0.5149;0.0396;0.099;0.0441
сногсшибательность;PSTV;1.0;0.7586;0.1379;0.0345;0.069;0.0361
сногсшибательный;PSTV;1.0;0.76;0.04;0.04;0.16;0.0421
снос;NGTV;-0.4057;0.0693;0.4158;0.3168;0.198;0.0845
сносить;NGTV;-0.4832;0.08;0.41;0.39;0.12;0.0964
сносный;NEUT;0.3684;0.3267;0.4752;0.1188;0.0792;0.162
снотворный;NEUT;0.0;0.0667;0.6667;0.1333;0.1333;0.1
сноуборд;NEUT;0.343;0.3269;0.5096;0.0673;0.0962;0.0812
снятие;NEUT;0.0;0.037;0.7037;0.1481;0.1111;0.0463
снять;NEUT;0.1644;0.2185;0.5497;0.0927;0.1391;0.132
сняться;NEUT;0.1944;0.2475;0.5743;0.0594;0.1188;0.0737
собака;NEUT;0.535;0.4811;0.434;0.0189;0.066;0.0196
собаководство;NEUT;0.364;0.3564;0.5248;0.0594;0.0594;0.0693
собачий;NEUT;-0.0652;0.15;0.52;0.18;0.15;0.275
собачка;PSTV;0.9211;0.6731;0.2115;0.0769;0.0385;0.0857
собачник;NEUT;0.4107;0.3366;0.4356;0.099;0.1287;0.1281
собачница;NEUT;0.3852;0.3564;0.495;0.1089;0.0396;0.1422
собачонка;NEUT;0.4655;0.396;0.3465;0.1287;0.1287;0.1705
собеседник;NEUT;0.5476;0.4466;0.3883;0.0291;0.1359;0.031
собеседница;NEUT;0.5391;0.46;0.41;0.05;0.08;0.0554
собеседование;NEUT;0.0556;0.2;0.68;0.04;0.08;0.048
собирание;NEUT;0.323;0.31;0.51;0.02;0.16;0.0213
собирать;NEUT;0.2959;0.3197;0.5656;0.0082;0.1066;0.0084
собираться;NEUT;0.0357;0.2;0.72;0.0;0.08;0.0
соблазн;NGTV;-0.4;0.1553;0.3301;0.3883;0.1262;0.2175
соблазнитель;NGTV;-0.3717;0.2079;0.2475;0.4158;0.1287;0.3119
соблазнительница;NEUT;-0.2951;0.1782;0.3366;0.3564;0.1287;0.2673
соблазнительность;PSTV;0.7136;0.49;0.27;0.1;0.14;0.1204
соблазнительный;PSTV;0.8077;0.5545;0.2376;0.0891;0.1188;0.1034
соблазнить;NEUT;-0.029;0.2941;0.3039;0.3137;0.0882;0.5699
соблазниться;NEUT;-0.155;0.2718;0.2621;0.3689;0.0971;0.4722
соблазнять;NEUT;0.0968;0.2871;0.396;0.2277;0.0891;0.4083
соблазняться;NEUT;0.1322;0.2871;0.4158;0.2079;0.0891;0.3585
соблюдать;PSTV;0.5976;0.49;0.37;0.03;0.11;0.0318
соблюдение;PSTV;0.9118;0.62;0.2;0.04;0.14;0.0426
соболезнование;PSTV;0.9316;0.59;0.18;0.14;0.09;0.1732
соболезнующе;PSTV;0.5962;0.5149;0.1782;0.2079;0.099;0.2919
собор;NEUT;0.3455;0.3069;0.4752;0.0792;0.1386;0.0996
собрание;NEUT;0.1;0.2083;0.625;0.1;0.0667;0.148
собранность;PSTV;0.9545;0.7;0.2;0.0333;0.0667;0.0349
собрать;NEUT;0.292;0.3084;0.5514;0.0374;0.1028;0.0419
собраться;NEUT;0.4923;0.43;0.44;0.04;0.09;0.0437
собственница;NEUT;0.0905;0.2451;0.402;0.1961;0.1569;0.3529
собственничество;NEUT;-0.141;0.23;0.26;0.31;0.2;0.4006
собственноручный;NEUT;0.436;0.39;0.47;0.04;0.1;0.0441
собственность;NEUT;0.371;0.3429;0.4952;0.0571;0.1048;0.0667
собственный;NEUT;0.2368;0.2667;0.5524;0.0286;0.1524;0.0316
собутыльница;NGTV;-0.7164;0.13;0.25;0.49;0.13;0.1645
событие;NEUT;0.0806;0.2308;0.7308;0.0;0.0385;0.0
сова;NEUT;0.375;0.35;0.5;0.03;0.12;0.0326
совать;NEUT;-0.3022;0.14;0.45;0.31;0.1;0.2032
соваться;NGTV;-0.867;0.0857;0.219;0.6;0.0952;0.098
совершать;NEUT;0.2959;0.3152;0.5576;0.0424;0.0848;0.0481
совершаться;NEUT;0.4091;0.396;0.5149;0.0396;0.0495;0.0436
совершение;NEUT;0.0556;0.2;0.68;0.0;0.12;0.0
совершеннолетие;NEUT;0.4268;0.38;0.47;0.04;0.11;0.0442
совершенный;PSTV;0.9375;0.7692;0.2308;0.0;0.0;0.0
совершенство;PSTV;0.9444;0.68;0.2;0.04;0.08;0.0424
совершенствование;PSTV;1.0;0.88;0.08;0.0;0.04;0.0
совершенствовать;PSTV;1.0;0.8438;0.125;0.0;0.0313;0.0
совершенствоваться;PSTV;1.0;0.7931;0.069;0.0;0.1379;0.0
совершить;NEUT;0.0;0.1154;0.7692;0.0385;0.0769;0.0513
совершиться;NEUT;0.2984;0.2973;0.5225;0.0541;0.1261;0.0639
совестливость;PSTV;1.0;0.8;0.12;0.04;0.04;0.042
совестливый;PSTV;1.0;0.75;0.1071;0.0357;0.1071;0.0374
совестный;PSTV;1.0;0.72;0.16;0.0;0.12;0.0
совесть;PSTV;0.85;0.6602;0.2524;0.0388;0.0485;0.0411
совет;NEUT;0.5465;0.47;0.41;0.05;0.07;0.0553
советник;NEUT;0.4609;0.41;0.46;0.06;0.07;0.0688
советовать;PSTV;0.65;0.52;0.34;0.04;0.1;0.0431
советоваться;PSTV;0.775;0.62;0.29;0.03;0.06;0.0315
советский;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
советчик;NEUT;0.5085;0.4;0.39;0.1;0.11;0.125
совещание;NEUT;0.0;0.1667;0.6765;0.0784;0.0784;0.1153
совещательный;NEUT;0.2692;0.2679;0.5089;0.0357;0.1875;0.0405
совещаться;NEUT;0.4048;0.3762;0.495;0.0198;0.1089;0.0208
совковый;NGTV;-0.4831;0.1;0.33;0.35;0.22;0.1286
совладение;NEUT;0.3852;0.36;0.5;0.04;0.1;0.0444
совместимость;PSTV;1.0;0.68;0.16;0.08;0.08;0.0894
совместительство;NEUT;0.3017;0.2925;0.5094;0.066;0.1321;0.0809
совместить;NEUT;0.516;0.43;0.41;0.06;0.1;0.0684
совместиться;PSTV;0.6774;0.5234;0.3178;0.0187;0.1402;0.0194
совместный;NEUT;0.5074;0.4423;0.4327;0.0096;0.1154;0.0098
совмещать;NEUT;0.2692;0.3;0.57;0.02;0.11;0.0213
совмещаться;NEUT;0.4052;0.35;0.46;0.01;0.18;0.0103
совмещение;NEUT;0.425;0.37;0.46;0.06;0.11;0.0697
совокупиться;NEUT;0.3871;0.33;0.37;0.12;0.18;0.1636
совокупность;NEUT;0.0;0.08;0.8;0.0;0.12;0.0
совочек;NEUT;0.5382;0.4563;0.4078;0.0485;0.0874;0.0537
совпадать;NEUT;0.4556;0.4257;0.4851;0.0396;0.0495;0.0433
совпадение;NEUT;0.2881;0.301;0.5437;0.0194;0.1359;0.0207
совпасть;NEUT;0.0;0.1842;0.7368;0.0263;0.0526;0.0301
соврать;NGTV;-0.9;0.0769;0.2308;0.6923;0.0;0.0855
современник;NEUT;0.2563;0.2913;0.5728;0.0097;0.1262;0.01
современность;NEUT;0.3028;0.3304;0.5739;0.0348;0.0609;0.0384
современный;PSTV;0.5735;0.4952;0.4;0.0286;0.0762;0.0302
совсем;NEUT;0.0;0.04;0.64;0.16;0.16;0.05
совушка;PSTV;0.9444;0.6296;0.1852;0.037;0.1481;0.0392
совхоз;NEUT;0.1947;0.22;0.51;0.1;0.17;0.1455
совёнок;PSTV;0.684;0.57;0.34;0.05;0.04;0.0544
согласие;PSTV;1.0;0.76;0.12;0.04;0.08;0.0421
согласиться;PSTV;0.8136;0.6095;0.2571;0.0381;0.0952;0.0405
согласный;PSTV;0.6654;0.5842;0.3663;0.0099;0.0396;0.0101
согласование;PSTV;0.6707;0.534;0.3301;0.0194;0.1165;0.0201
согласованность;PSTV;0.9;0.7241;0.2414;0.0;0.0345;0.0
согласовать;PSTV;0.5698;0.4804;0.3922;0.0294;0.098;0.0312
согласоваться;PSTV;0.7035;0.53;0.3;0.06;0.11;0.0668
согласовывать;PSTV;0.66;0.55;0.35;0.03;0.07;0.0316
соглашаться;PSTV;0.8077;0.63;0.27;0.03;0.07;0.0314
соглашение;PSTV;0.9;0.6628;0.2209;0.0349;0.0814;0.0367
согнать;NGTV;-0.588;0.05;0.38;0.49;0.08;0.0551
согнуть;NEUT;0.0;0.04;0.84;0.08;0.04;0.06
согнуться;NEUT;0.0;0.0;0.76;0.16;0.08;0.0
согревание;PSTV;0.8478;0.65;0.25;0.04;0.06;0.0425
согревать;PSTV;1.0;0.8;0.08;0.08;0.04;0.088
согреваться;PSTV;0.9;0.72;0.24;0.0;0.04;0.0
согреть;PSTV;1.0;0.7308;0.1538;0.0769;0.0385;0.085
согреться;PSTV;0.9194;0.6786;0.2143;0.0179;0.0893;0.0183
согрешить;NGTV;-1.0;0.04;0.04;0.88;0.04;0.0418
сода;NEUT;0.0;0.12;0.68;0.04;0.16;0.0533
содействие;PSTV;0.9444;0.68;0.2;0.04;0.08;0.0424
содействовать;PSTV;0.6905;0.58;0.34;0.03;0.05;0.0316
содержание;NEUT;0.2606;0.2975;0.5785;0.0413;0.0826;0.0471
содержательность;PSTV;0.9194;0.6552;0.2069;0.0;0.1379;0.0
содержательный;PSTV;0.6322;0.51;0.35;0.06;0.08;0.0671
содержать;NEUT;0.2179;0.25;0.5446;0.0982;0.1071;0.1368
содержаться;NEUT;0.0;0.08;0.68;0.04;0.2;0.06
содрать;NGTV;-0.661;0.05;0.33;0.52;0.1;0.0548
содрогание;NGTV;-0.495;0.17;0.23;0.42;0.18;0.2388
содрогаться;NGTV;-0.9;0.0;0.2353;0.7059;0.0588;0.0
содрогнуться;NGTV;-0.6053;0.08;0.34;0.46;0.12;0.0939
содружество;PSTV;1.0;0.8;0.16;0.0;0.04;0.0
соевый;NEUT;0.0;0.0571;0.7143;0.0286;0.2;0.0429
соединение;NEUT;0.1;0.1667;0.5;0.0667;0.2667;0.0933
соединить;NEUT;0.3182;0.33;0.55;0.04;0.08;0.0448
соединиться;NEUT;0.5075;0.4455;0.4356;0.0396;0.0792;0.0431
соединять;NEUT;0.3538;0.3592;0.5437;0.0388;0.0583;0.043
соединяться;NEUT;0.5265;0.4274;0.3952;0.0484;0.129;0.0539
соединённый;NEUT;0.2861;0.3043;0.5528;0.0435;0.0994;0.0497
сожаление;NEUT;-0.1191;0.3107;0.165;0.3786;0.1456;0.5656
сожалеть;NEUT;-0.0313;0.3;0.26;0.32;0.12;0.5813
сожжение;NGTV;-0.7435;0.0874;0.2816;0.5534;0.0777;0.1012
сожитель;NEUT;-0.0556;0.0625;0.5313;0.1563;0.25;0.0875
сожительница;NEUT;-0.0219;0.1485;0.5842;0.1584;0.1089;0.2877
сожительство;NEUT;0.1552;0.19;0.49;0.11;0.21;0.1737
сожительствовать;NEUT;0.1635;0.2255;0.5686;0.1275;0.0784;0.1995
сожрать;NGTV;-0.9;0.0566;0.2075;0.6226;0.1132;0.0617
созваниваться;NEUT;0.4512;0.3861;0.4455;0.0594;0.1089;0.0685
созвать;NEUT;0.0;0.1786;0.7143;0.0357;0.0714;0.0429
созвездие;NEUT;0.4091;0.3883;0.5049;0.0388;0.068;0.0427
созвониться;NEUT;0.388;0.3663;0.505;0.0297;0.099;0.0321
созвучие;NEUT;0.5476;0.46;0.4;0.08;0.06;0.0939
созвучный;NEUT;0.5075;0.4455;0.4356;0.0495;0.0693;0.055
создавать;PSTV;0.9643;0.72;0.2;0.0;0.08;0.0
создаваться;PSTV;0.6818;0.55;0.33;0.03;0.09;0.0316
создание;PSTV;0.5787;0.49;0.39;0.03;0.09;0.0318
создатель;PSTV;0.6231;0.54;0.38;0.03;0.05;0.0317
создательница;PSTV;0.5714;0.48;0.39;0.04;0.09;0.0433
создать;PSTV;0.7143;0.5714;0.3143;0.0286;0.0857;0.03
создаться;PSTV;0.5732;0.47;0.38;0.06;0.09;0.0677
сознавать;PSTV;0.7603;0.6325;0.3077;0.0256;0.0342;0.0267
сознаваться;PSTV;0.6048;0.495;0.3663;0.0792;0.0594;0.0919
сознание;NEUT;0.5;0.4386;0.4386;0.0263;0.0965;0.0279
сознательность;PSTV;1.0;0.84;0.12;0.0;0.04;0.0
сознательный;PSTV;0.9;0.7;0.2333;0.0;0.0667;0.0
сознать;NEUT;0.525;0.42;0.39;0.06;0.13;0.0686
сознаться;PSTV;0.8365;0.58;0.23;0.13;0.06;0.1591
созревание;PSTV;0.6395;0.5093;0.3426;0.0556;0.0926;0.0616
созревать;NEUT;0.5455;0.48;0.42;0.05;0.05;0.0552
созреть;PSTV;0.9783;0.5769;0.1538;0.0385;0.2308;0.041
сойти;NEUT;0.0;0.15;0.62;0.14;0.09;0.2707
сойтись;NEUT;0.5382;0.4608;0.4118;0.0588;0.0686;0.0663
сок;NEUT;0.5301;0.47;0.43;0.02;0.08;0.0209
соковыжималка;NEUT;0.4179;0.41;0.52;0.01;0.06;0.0102
сокол;NEUT;0.2027;0.26;0.59;0.01;0.14;0.0104
соколиный;NEUT;0.473;0.36;0.39;0.06;0.19;0.07
сократить;NEUT;-0.188;0.1782;0.4554;0.2871;0.0792;0.2888
сократиться;NEUT;-0.1;0.0732;0.6585;0.2195;0.0488;0.0976
сокращать;NEUT;0.0;0.1471;0.5588;0.1471;0.1471;0.2941
сокращаться;NEUT;-0.1058;0.1471;0.4804;0.1961;0.1765;0.2574
сокращение;NEUT;-0.0442;0.16;0.45;0.18;0.21;0.3022
сокровенный;PSTV;0.8628;0.625;0.2308;0.0481;0.0962;0.0518
сокровище;PSTV;0.9;0.6563;0.2188;0.0625;0.0625;0.0685
сокровищница;PSTV;0.7294;0.53;0.28;0.07;0.12;0.0792
сокрушать;NGTV;-0.9545;0.12;0.18;0.63;0.07;0.1429
сокрушение;NGTV;-1.0;0.0385;0.0769;0.8462;0.0385;0.0402
сокрытие;NGTV;-0.8622;0.0929;0.1929;0.5214;0.1929;0.1094
сокрыть;NGTV;-0.4737;0.0594;0.396;0.3663;0.1782;0.069
сокурсник;NEUT;0.1;0.2;0.6;0.0;0.2;0.0
сокурсница;NEUT;0.0;0.16;0.64;0.0;0.2;0.0
солгать;NGTV;-1.0;0.0;0.1;0.8667;0.0333;0.0
солдат;NEUT;0.2264;0.2524;0.5049;0.1359;0.1068;0.2091
солдатик;NEUT;0.4844;0.4038;0.4231;0.0481;0.125;0.0538
солдатский;NEUT;0.1;0.1964;0.5893;0.0536;0.1607;0.0682
солевой;NEUT;0.0;0.04;0.76;0.08;0.12;0.06
солидарность;PSTV;1.0;0.76;0.16;0.0;0.08;0.0
солидность;PSTV;0.9;0.6226;0.2075;0.0566;0.1132;0.0617
солидный;PSTV;0.9085;0.6825;0.2222;0.0476;0.0476;0.0509
