slice;term;answer;ratio
CLASS:WEATHER;сентябрьский день;GOOD_WEATHER;1.0
CLASS:WEATHER;сентябрьское солнце;GOOD_WEATHER;1.0
CLASS:WEATHER;серая дымка;BAD_WEATHER;0.9412
CLASS:WEATHER;серая мгла;BAD_WEATHER;1.0
CLASS:WEATHER;серая муть;BAD_WEATHER;1.0
CLASS:WEATHER;серая пелена;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;сервиз;DISHES;1.0
CLASS:KIN;сердечные тайны;NO;1.0
TEZ:REL_TYPE;сердце/человек;PART/WHOLE;0.9444
CLASS:BT/DISHES/FOOD;серебряная ваза;DISHES;1.0
CLASS:BT/DISHES/FOOD;серебряная ложечка;DISHES;1.0
CLASS:BT/DISHES/FOOD;серебряная ложка;DISHES;1.0
CLASS:BT/DISHES/FOOD;серебряная фляжка;DISHES;1.0
CLASS:BT/DISHES/FOOD;серебряные подносы;DISHES;1.0
CLASS:BT/DISHES/FOOD;серебряные приборы;DISHES;0.9231
CLASS:BT/DISHES/FOOD;серебряный кофейник;DISHES;1.0
CLASS:BT/DISHES/FOOD;серебряный кувшин;DISHES;1.0
CLASS:BT/DISHES/FOOD;серебряный подстаканник;DISHES;1.0
CLASS:WEATHER;сереющее небо;BAD_WEATHER;1.0
CLASS:WEATHER;серое марево;BAD_WEATHER;1.0
CLASS:WEATHER;серое небо;BAD_WEATHER;1.0
CLASS:WEATHER;серое облако;BAD_WEATHER;1.0
CLASS:WEATHER;серые облака;BAD_WEATHER;1.0
CLASS:WEATHER;серые тени;BAD_WEATHER;1.0
CLASS:WEATHER;серые тучи;BAD_WEATHER;1.0
CLASS:WEATHER;серый рассвет;BAD_WEATHER;0.68
CLASS:WEATHER;серый сумрак;BAD_WEATHER;0.9091
CLASS:KIN;сестра;YES;1.0
CLASS:KIN;сестрица;YES;1.0
CLASS:KIN;сестричка;YES;1.0
CLASS:KIN;сестрёнка;YES;1.0
TEZ:REL_TYPE;сестрёнка/родственник;VERTICAL;1.0
TEZ:REL_TYPE;сестрёнка/человек;VERTICAL;0.7143
TEZ:REL_TYPE;сиденье/мебель;VERTICAL;0.7143
TEZ:REL_TYPE;сиденье/место;SYN;1.0
TEZ:REL_TYPE;сиденье/транспорт;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;сидр;FOOD;1.0
CLASS:WEATHER;сизые тучи;BAD_WEATHER;1.0
CLASS:WEATHER;сильная гроза;BAD_WEATHER;1.0
CLASS:WEATHER;сильные ветры;BAD_WEATHER;1.0
CLASS:WEATHER;сильные ливни;BAD_WEATHER;1.0
CLASS:WEATHER;сильный ветер;BAD_WEATHER;1.0
CLASS:WEATHER;сильный ливень;BAD_WEATHER;1.0
CLASS:WEATHER;сильный мороз;BAD_WEATHER;1.0
CLASS:WEATHER;сильный порыв;BAD_WEATHER;1.0
CLASS:WEATHER;сильный снегопад;BAD_WEATHER;1.0
CLASS:WEATHER;синева;GOOD_WEATHER;1.0
CLASS:WEATHER;синеватая дымка;BAD_WEATHER;1.0
CLASS:WEATHER;синее небо;GOOD_WEATHER;1.0
TEZ:REL_TYPE;синичка/птица;VERTICAL;1.0
CLASS:WEATHER;сиреневые сумерки;TIME_OF_DAY;1.0
TEZ:REL_TYPE;сирень/дерево;VERTICAL;0.9286
TEZ:REL_TYPE;сирень/куст;VERTICAL;1.0
TEZ:REL_TYPE;сирень/растение;VERTICAL;0.8667
CLASS:BT/DISHES/FOOD;сироп;FOOD;1.0
CLASS:BT/DISHES/FOOD;ситечко;DISHES;1.0
CLASS:BT/DISHES/FOOD;ситро;FOOD;1.0
CLASS:WEATHER;сияние;GOOD_WEATHER;1.0
TEZ:REL_TYPE;сказка/книга;VERTICAL;1.0
CLASS:MOVE;скакать;YES;1.0
CLASS:MOVE;скат;NO;1.0
TEZ:REL_TYPE;скатерть/еда;VERTICAL;1.0
CLASS:MOVE;скатываться;YES;1.0
CLASS:MOVE;скачка;YES;1.0
CLASS:KIN;скверный мальчишка;NO;1.0
TEZ:REL_TYPE;скворец/птица;VERTICAL;1.0
TEZ:REL_TYPE;скелет/человек;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;скисшее молоко;FOOD;1.0
TEZ:REL_TYPE;склад/место;VERTICAL;1.0
TEZ:REL_TYPE;склад/помещение;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;складной ножик;DISHES;0.95
CLASS:BT/DISHES/FOOD;сковорода;DISHES;1.0
TEZ:REL_TYPE;сковорода/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;сковородка;DISHES;0.9091
TEZ:REL_TYPE;сковородка/посуда;VERTICAL;0.8
CLASS:MOVE;скользить;YES;1.0
CLASS:MOVE;скомандовать;NO;1.0
CLASS:KIN;скорбная весть;NO;1.0
TEZ:REL_TYPE;скрипка/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;скрипка/инструмент;VERTICAL;1.0
CLASS:MOVE;скрыться;YES;1.0
CLASS:WEATHER;слабое дуновение;GOOD_WEATHER;1.0
CLASS:WEATHER;слабый ветерок;GOOD_WEATHER;1.0
CLASS:KIN;славная девочка;NO;1.0
CLASS:BT/DISHES/FOOD;сладкая булочка;FOOD;1.0
CLASS:BT/DISHES/FOOD;сладкие булочки;FOOD;1.0
CLASS:BT/DISHES/FOOD;сладкие пирожки;FOOD;1.0
CLASS:BT/DISHES/FOOD;сладкий пирог;FOOD;1.0
CLASS:BT/DISHES/FOOD;сладкий чай;FOOD;1.0
CLASS:BT/DISHES/FOOD;сладкое вино;FOOD;1.0
CLASS:BT/DISHES/FOOD;сладости;FOOD;1.0
TEZ:REL_TYPE;сладости/еда;VERTICAL;0.9545
CLASS:MOVE;следить;YES;0.9091
CLASS:WEATHER;слежавшийся снег;BAD_WEATHER;1.0
CLASS:MOVE;слезать;YES;1.0
CLASS:MOVE;слезть;YES;1.0
CLASS:WEATHER;слепящее сияние;GOOD_WEATHER;1.0
CLASS:WEATHER;слепящее солнце;GOOD_WEATHER;1.0
CLASS:WEATHER;слепящие лучи;GOOD_WEATHER;0.9773
TEZ:REL_TYPE;слесарь/профессия;VERTICAL;1.0
TEZ:REL_TYPE;слесарь/человек;VERTICAL;1.0
CLASS:MOVE;слетать;YES;1.0
TEZ:REL_TYPE;слива/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;слива/еда;VERTICAL;1.0
TEZ:REL_TYPE;слива/плод;VERTICAL;1.0
TEZ:REL_TYPE;слива/ягода;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;сливки;FOOD;1.0
CLASS:BT/DISHES/FOOD;сливное отверстие;BT;1.0
CLASS:BT/DISHES/FOOD;сливовый пудинг;FOOD;1.0
CLASS:BT/DISHES/FOOD;сливочник;DISHES;1.0
CLASS:BT/DISHES/FOOD;сливочное мороженое;FOOD;1.0
CLASS:BT/DISHES/FOOD;сливочный крем;FOOD;1.0
CLASS:BT/DISHES/FOOD;сливочный сыр;FOOD;1.0
TEZ:REL_TYPE;слова/книга;PART/WHOLE;1.0
TEZ:REL_TYPE;слова/текст;PART/WHOLE;0.7143
TEZ:REL_TYPE;словарь/книга;VERTICAL;1.0
CLASS:KIN;служанка;NO;1.0
TEZ:REL_TYPE;случай/событие;SYN;1.0
CLASS:MOVE;слушаться;NO;1.0
CLASS:MOVE;смеркаться;NO;1.0
CLASS:KIN;смерть;NO;1.0
CLASS:BT/DISHES/FOOD;смесь;FOOD;1.0
TEZ:REL_TYPE;сметана/еда;VERTICAL;0.7692
CLASS:BT/DISHES/FOOD;сметанный соус;FOOD;1.0
TEZ:REL_TYPE;смех/человек;PART/WHOLE;1.0
TEZ:REL_TYPE;смех/чувство;VERTICAL;0.7692
TEZ:REL_TYPE;смокинг/одежда;VERTICAL;1.0
TEZ:REL_TYPE;смородина/еда;VERTICAL;1.0
TEZ:REL_TYPE;смородина/куст;VERTICAL;0.9375
TEZ:REL_TYPE;смородина/растение;VERTICAL;1.0
TEZ:REL_TYPE;смородина/ягода;VERTICAL;1.0
CLASS:WEATHER;смрадный дым;BAD_WEATHER;1.0
CLASS:MOVE;смущать;NO;1.0
CLASS:MOVE;снег;NO;1.0
CLASS:WEATHER;снег;BAD_WEATHER;0.9231
CLASS:WEATHER;снеговые тучи;BAD_WEATHER;1.0
CLASS:WEATHER;снегопад;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;снедь;FOOD;1.0
CLASS:WEATHER;снежная белизна;GOOD_WEATHER;1.0
CLASS:WEATHER;снежная буря;BAD_WEATHER;1.0
CLASS:WEATHER;снежная вьюга;BAD_WEATHER;1.0
CLASS:WEATHER;снежная круговерть;BAD_WEATHER;0.9688
CLASS:WEATHER;снежная крупа;BAD_WEATHER;1.0
CLASS:WEATHER;снежная метель;BAD_WEATHER;1.0
CLASS:WEATHER;снежная пелена;BAD_WEATHER;1.0
CLASS:WEATHER;снежная пурга;BAD_WEATHER;1.0
CLASS:WEATHER;снежная пыль;BAD_WEATHER;1.0
CLASS:WEATHER;снежная слепота;BAD_WEATHER;1.0
CLASS:WEATHER;снежные бураны;BAD_WEATHER;1.0
CLASS:WEATHER;снежные бури;BAD_WEATHER;1.0
CLASS:WEATHER;снежные вихри;BAD_WEATHER;1.0
CLASS:WEATHER;снежные завалы;BAD_WEATHER;1.0
CLASS:WEATHER;снежные заряды;BAD_WEATHER;1.0
CLASS:WEATHER;снежные комья;BAD_WEATHER;1.0
CLASS:WEATHER;снежные лавины;BAD_WEATHER;1.0
CLASS:WEATHER;снежные сугробы;BAD_WEATHER;1.0
CLASS:WEATHER;снежный буран;BAD_WEATHER;1.0
CLASS:WEATHER;снежный вихрь;BAD_WEATHER;1.0
CLASS:WEATHER;снежный заряд;BAD_WEATHER;1.0
CLASS:WEATHER;снежный наст;GOOD_WEATHER;1.0
CLASS:WEATHER;снежный сугроб;BAD_WEATHER;1.0
CLASS:WEATHER;снежок;GOOD_WEATHER;0.9333
CLASS:MOVE;снов;NO;1.0
CLASS:KIN;сноха;YES;0.9231
CLASS:BT/DISHES/FOOD;снятое молоко;FOOD;1.0
CLASS:BT/DISHES/FOOD;собачьи консервы;FOOD;1.0
CLASS:BT/DISHES/FOOD;соблазнительный запах;FOOD;1.0
TEZ:REL_TYPE;событие/афиша;PART/WHOLE;1.0
TEZ:REL_TYPE;событие/годовщина;VERTICAL;1.0
TEZ:REL_TYPE;событие/календарь;PART/WHOLE;1.0
TEZ:REL_TYPE;событие/мероприятие;SYN;1.0
TEZ:REL_TYPE;событие/праздник;VERTICAL;0.9167
TEZ:REL_TYPE;событие/происшествие;SYN;0.8889
TEZ:REL_TYPE;событие/свадьба;VERTICAL;1.0
TEZ:REL_TYPE;событие/случай;SYN;1.0
TEZ:REL_TYPE;событие/явление;SYN;0.7333
TEZ:REL_TYPE;сова/птица;VERTICAL;1.0
TEZ:REL_TYPE;совесть/человек;PART/WHOLE;1.0
CLASS:KIN;советчица;NO;0.9524
CLASS:BT/DISHES/FOOD;совочек;BT;1.0
TEZ:REL_TYPE;содержание/текст;PART/WHOLE;0.9167
CLASS:BT/DISHES/FOOD;содовая вода;FOOD;1.0
CLASS:MOVE;содрогание;YES;1.0
CLASS:BT/DISHES/FOOD;соевый соус;FOOD;1.0
CLASS:KIN;создание;NO;1.0
TEZ:REL_TYPE;создание/человек;VERTICAL;1.0
TEZ:REL_TYPE;сознание/человек;PART/WHOLE;1.0
CLASS:MOVE;сойти;YES;1.0
CLASS:BT/DISHES/FOOD;сок;FOOD;1.0
TEZ:REL_TYPE;сок/напиток;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;соки;FOOD;1.0
CLASS:BT/DISHES/FOOD;соковыжималка;BT;0.9231
TEZ:REL_TYPE;сокол/птица;VERTICAL;1.0
CLASS:WEATHER;солнечная погода;GOOD_WEATHER;1.0
CLASS:WEATHER;солнечное сияние;GOOD_WEATHER;1.0
CLASS:WEATHER;солнечное тепло;GOOD_WEATHER;1.0
CLASS:WEATHER;солнечные дни;GOOD_WEATHER;1.0
CLASS:WEATHER;солнечные лучики;GOOD_WEATHER;1.0
CLASS:WEATHER;солнечный день;GOOD_WEATHER;1.0
CLASS:WEATHER;солнце;GOOD_WEATHER;1.0
CLASS:WEATHER;солнышко;GOOD_WEATHER;1.0
TEZ:REL_TYPE;соловей/птица;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;солонка;DISHES;1.0
TEZ:REL_TYPE;соль/еда;VERTICAL;1.0
CLASS:WEATHER;солёные брызги;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;солёные огурчики;FOOD;1.0
CLASS:BT/DISHES/FOOD;солёный огурец;FOOD;1.0
TEZ:REL_TYPE;сон/процесс;VERTICAL;0.9091
CLASS:MOVE;соображать;NO;0.6842
CLASS:MOVE;сообразить;NO;1.0
TEZ:REL_TYPE;сообщение/текст;PART/WHOLE;0.9091
TEZ:REL_TYPE;сооружение/конструкция;SYN;0.7692
TEZ:REL_TYPE;сооружение/крепость;VERTICAL;0.9
TEZ:REL_TYPE;сооружение/мост;VERTICAL;1.0
TEZ:REL_TYPE;сооружение/плотина;VERTICAL;0.9333
TEZ:REL_TYPE;сооружение/постройка;SYN;1.0
TEZ:REL_TYPE;сооружение/строение;SYN;0.75
CLASS:MOVE;сорваться;YES;1.0
TEZ:REL_TYPE;сорока/птица;VERTICAL;1.0
TEZ:REL_TYPE;сосед/человек;VERTICAL;1.0
CLASS:MOVE;соскакивать;YES;1.0
CLASS:MOVE;соскочить;YES;0.9167
TEZ:REL_TYPE;сосна/дерево;VERTICAL;1.0
CLASS:WEATHER;сосновые стволы;GOOD_WEATHER;1.0
TEZ:REL_TYPE;состояние/жидкость;VERTICAL;1.0
TEZ:REL_TYPE;состояние/переживание;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;сосуд;DISHES;1.0
CLASS:WEATHER;сосульки;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;сотейник;DISHES;1.0
CLASS:BT/DISHES/FOOD;соус;FOOD;1.0
CLASS:BT/DISHES/FOOD;соусник;DISHES;1.0
TEZ:REL_TYPE;сочинение/текст;VERTICAL;0.7083
CLASS:BT/DISHES/FOOD;сочная мякоть;FOOD;1.0
CLASS:BT/DISHES/FOOD;сочный бифштекс;FOOD;1.0
TEZ:REL_TYPE;сочувствие/переживание;SYN;1.0
TEZ:REL_TYPE;сочувствие/чувство;VERTICAL;0.9231
TEZ:REL_TYPE;спальня/комната;VERTICAL;1.0
CLASS:MOVE;спасать;YES;1.0
CLASS:BT/DISHES/FOOD;спелая дыня;FOOD;1.0
TEZ:REL_TYPE;специалист/человек;VERTICAL;1.0
CLASS:MOVE;спешить;YES;0.95
CLASS:MOVE;спешка;YES;1.0
CLASS:MOVE;спин;NO;0.9091
CLASS:MOVE;спина;NO;1.0
CLASS:BT/DISHES/FOOD;спирт;FOOD;1.0
TEZ:REL_TYPE;спирт/жидкость;VERTICAL;1.0
TEZ:REL_TYPE;спирт/напиток;VERTICAL;0.6818
TEZ:REL_TYPE;спиртное/напиток;VERTICAL;0.9333
CLASS:BT/DISHES/FOOD;спиртовка;FOOD;1.0
CLASS:KIN;сплетни;NO;1.0
CLASS:WEATHER;сплошная облачность;BAD_WEATHER;1.0
CLASS:WEATHER;сплошная пелена;BAD_WEATHER;1.0
CLASS:WEATHER;сплошная чернота;BAD_WEATHER;1.0
CLASS:MOVE;сползать;YES;1.0
CLASS:MOVE;спотыкаться;YES;1.0
CLASS:MOVE;справиться;NO;1.0
CLASS:MOVE;справляться;NO;1.0
CLASS:MOVE;спрыгивать;YES;1.0
CLASS:MOVE;спрыгнуть;YES;1.0
CLASS:MOVE;спуск;YES;1.0
CLASS:MOVE;спускать;YES;0.6842
CLASS:MOVE;спуститься;YES;1.0
CLASS:MOVE;спутать;NO;0.7222
CLASS:MOVE;спутник;NO;1.0
TEZ:REL_TYPE;средство/жидкость;VERTICAL;1.0
TEZ:REL_TYPE;средство/инструмент;SYN;0.9286
CLASS:MOVE;срываться;YES;1.0
CLASS:MOVE;ссадить;NO;1.0
CLASS:BT/DISHES/FOOD;стакан;DISHES;1.0
TEZ:REL_TYPE;стакан/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;стаканчик;DISHES;1.0
CLASS:BT/DISHES/FOOD;стаканчики;DISHES;1.0
CLASS:BT/DISHES/FOOD;стаканы;DISHES;1.0
CLASS:MOVE;сталь;NO;1.0
CLASS:BT/DISHES/FOOD;станок;BT;1.0
TEZ:REL_TYPE;станок/инструмент;VERTICAL;0.9375
CLASS:KIN;старая нянька;NO;1.0
CLASS:KIN;старая няня;NO;1.0
TEZ:REL_TYPE;старик/человек;VERTICAL;1.0
CLASS:KIN;старинная приятельница;NO;0.9091
CLASS:KIN;старушка;NO;0.7368
CLASS:KIN;старшая дочка;YES;1.0
CLASS:KIN;старшая дочь;YES;1.0
CLASS:KIN;старшие братья;YES;1.0
CLASS:KIN;старшие сыновья;YES;1.0
CLASS:KIN;старые девы;NO;1.0
CLASS:KIN;старый дуралей;NO;1.0
TEZ:REL_TYPE;статья/книга;PART/WHOLE;1.0
TEZ:REL_TYPE;ствол/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;ствол/куст;PART/WHOLE;1.0
TEZ:REL_TYPE;ствол/растение;PART/WHOLE;1.0
TEZ:REL_TYPE;стебель/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;стебель/куст;PART/WHOLE;1.0
TEZ:REL_TYPE;стебель/растение;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;стеклорез;BT;1.0
CLASS:BT/DISHES/FOOD;стеклянная банка;DISHES;1.0
CLASS:BT/DISHES/FOOD;стеклянная баночка;DISHES;1.0
CLASS:BT/DISHES/FOOD;стеклянная ваза;DISHES;1.0
CLASS:BT/DISHES/FOOD;стеклянная посуда;DISHES;1.0
CLASS:BT/DISHES/FOOD;стеклянная трубочка;DISHES;1.0
CLASS:BT/DISHES/FOOD;стеклянные банки;DISHES;1.0
CLASS:BT/DISHES/FOOD;стеклянный графин;DISHES;1.0
CLASS:BT/DISHES/FOOD;стеклянный кувшин;DISHES;1.0
CLASS:BT/DISHES/FOOD;стеклянный столик;BT;1.0
CLASS:BT/DISHES/FOOD;стеклянный флакон;DISHES;0.9565
TEZ:REL_TYPE;стеллаж/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;стеллаж/мебель;VERTICAL;1.0
TEZ:REL_TYPE;стеллаж/место;VERTICAL;0.8571
TEZ:REL_TYPE;стена/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;стена/помещение;PART/WHOLE;1.0
TEZ:REL_TYPE;стенка/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;стены/комната;PART/WHOLE;0.9412
TEZ:REL_TYPE;стены/помещение;PART/WHOLE;1.0
TEZ:REL_TYPE;стиль/жанр;SYN;1.0
TEZ:REL_TYPE;стихи/текст;VERTICAL;0.9167
CLASS:WEATHER;стихия;BAD_WEATHER;1.0
CLASS:MOVE;стоить;NO;1.0
TEZ:REL_TYPE;стол/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;стол/мебель;VERTICAL;0.9375
CLASS:BT/DISHES/FOOD;столик;BT;1.0
TEZ:REL_TYPE;столик/комната;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;столовая ложка;DISHES;1.0
CLASS:BT/DISHES/FOOD;столовое вино;FOOD;1.0
CLASS:BT/DISHES/FOOD;столовые приборы;DISHES;1.0
CLASS:BT/DISHES/FOOD;столовый прибор;DISHES;1.0
TEZ:REL_TYPE;столяр/профессия;VERTICAL;0.7333
TEZ:REL_TYPE;столяр/человек;VERTICAL;1.0
TEZ:REL_TYPE;стоматолог/человек;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;стопарик;DISHES;0.9444
CLASS:BT/DISHES/FOOD;стопочка;DISHES;1.0
TEZ:REL_TYPE;страдание/переживание;SYN;1.0
TEZ:REL_TYPE;страдание/чувство;VERTICAL;1.0
TEZ:REL_TYPE;страна/место;VERTICAL;1.0
TEZ:REL_TYPE;страница/книга;PART/WHOLE;1.0
CLASS:MOVE;странная вещь;NO;1.0
CLASS:MOVE;странное дело;NO;1.0
TEZ:REL_TYPE;страсть/чувство;VERTICAL;0.7143
TEZ:REL_TYPE;страус/птица;VERTICAL;1.0
TEZ:REL_TYPE;страх/чувство;VERTICAL;0.7143
CLASS:WEATHER;страшная гроза;BAD_WEATHER;1.0
TEZ:REL_TYPE;стресс/переживание;SYN;0.7059
TEZ:REL_TYPE;стресс/чувство;VERTICAL;0.7222
TEZ:REL_TYPE;строение/сооружение;SYN;0.9167
TEZ:REL_TYPE;строитель/профессия;VERTICAL;1.0
TEZ:REL_TYPE;строитель/человек;VERTICAL;1.0
TEZ:REL_TYPE;строка/книга;PART/WHOLE;1.0
TEZ:REL_TYPE;строка/текст;PART/WHOLE;1.0
CLASS:KIN;строптивый характер;NO;1.0
CLASS:WEATHER;струи;BAD_WEATHER;1.0
TEZ:REL_TYPE;студент/человек;VERTICAL;1.0
TEZ:REL_TYPE;студия/помещение;VERTICAL;0.9091
CLASS:WEATHER;стужа;BAD_WEATHER;1.0
CLASS:MOVE;стукаться;YES;1.0
TEZ:REL_TYPE;стул/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;стул/мебель;VERTICAL;0.9091
TEZ:REL_TYPE;стул/место;VERTICAL;1.0
CLASS:MOVE;ступать;YES;1.0
TEZ:REL_TYPE;стыд/человек;PART/WHOLE;1.0
TEZ:REL_TYPE;стыд/чувство;VERTICAL;1.0
CLASS:MOVE;сугроб;NO;1.0
CLASS:WEATHER;сугроб;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;судок;DISHES;1.0
CLASS:KIN;судьба;NO;1.0
TEZ:REL_TYPE;судья/профессия;VERTICAL;1.0
TEZ:REL_TYPE;судья/человек;VERTICAL;1.0
CLASS:MOVE;суетиться;YES;1.0
CLASS:MOVE;сумасшедшая;NO;1.0
CLASS:WEATHER;сумерки;TIME_OF_DAY;1.0
CLASS:WEATHER;сумрак;TIME_OF_DAY;0.6818
CLASS:BT/DISHES/FOOD;суп;FOOD;1.0
TEZ:REL_TYPE;суп/еда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;супница;DISHES;1.0
CLASS:BT/DISHES/FOOD;суповая миска;DISHES;1.0
CLASS:BT/DISHES/FOOD;суповая тарелка;DISHES;1.0
CLASS:KIN;супруги;YES;0.9231
CLASS:KIN;супружеский союз;PARTIAL;1.0
CLASS:KIN;супружеское счастье;NO;1.0
CLASS:BT/DISHES/FOOD;суфле;FOOD;1.0
CLASS:BT/DISHES/FOOD;сухарик;FOOD;1.0
CLASS:WEATHER;сухая погода;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;сухое вино;FOOD;1.0
CLASS:BT/DISHES/FOOD;сухое печенье;FOOD;1.0
CLASS:WEATHER;сухой морозец;GOOD_WEATHER;0.9302
CLASS:WEATHER;сухой сезон;GOOD_WEATHER;0.9474
TEZ:REL_TYPE;сучок/дерево;PART/WHOLE;0.84
TEZ:REL_TYPE;сучок/куст;PART/WHOLE;0.7059
TEZ:REL_TYPE;суши/еда;VERTICAL;1.0
TEZ:REL_TYPE;существо/человек;VERTICAL;1.0
CLASS:KIN;сущий ангел;NO;1.0
CLASS:MOVE;сходить;YES;1.0
TEZ:REL_TYPE;сценарий/текст;VERTICAL;1.0
CLASS:KIN;счастье;NO;1.0
CLASS:MOVE;считанные минуты;NO;1.0
CLASS:MOVE;сшибать;YES;1.0
CLASS:MOVE;съезжать;YES;1.0
CLASS:KIN;сын;YES;1.0
TEZ:REL_TYPE;сын/родственник;VERTICAL;1.0
TEZ:REL_TYPE;сын/человек;VERTICAL;0.75
CLASS:KIN;сыновние чувства;YES;1.0
CLASS:KIN;сыновья;YES;1.0
CLASS:BT/DISHES/FOOD;сыр;FOOD;1.0
TEZ:REL_TYPE;сыр/еда;VERTICAL;1.0
CLASS:WEATHER;сырая мгла;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;сырник;FOOD;1.0
CLASS:BT/DISHES/FOOD;сырое яйцо;FOOD;1.0
CLASS:BT/DISHES/FOOD;сырок;FOOD;1.0
CLASS:WEATHER;сырость;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;сырые яйца;FOOD;1.0
TEZ:REL_TYPE;сюжет/книга;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;табурет;BT;1.0
TEZ:REL_TYPE;табуретка/мебель;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;таз;DISHES;1.0
CLASS:BT/DISHES/FOOD;тазик;DISHES;1.0
CLASS:BT/DISHES/FOOD;тазы;DISHES;0.9804
TEZ:REL_TYPE;тайга/берлога;PART/WHOLE;1.0
TEZ:REL_TYPE;тайга/место;VERTICAL;0.9333
CLASS:KIN;тайна;NO;1.0
CLASS:KIN;тайны;NO;1.0
TEZ:REL_TYPE;такси/транспорт;VERTICAL;1.0
TEZ:REL_TYPE;таксист/профессия;VERTICAL;0.8125
TEZ:REL_TYPE;таксист/человек;VERTICAL;1.0
TEZ:REL_TYPE;танк/транспорт;VERTICAL;0.9524
CLASS:BT/DISHES/FOOD;тарелка;DISHES;1.0
TEZ:REL_TYPE;тарелка/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;тарелки;DISHES;1.0
CLASS:BT/DISHES/FOOD;тарелочка;DISHES;1.0
CLASS:MOVE;таскаться;YES;1.0
CLASS:MOVE;твердить;NO;1.0
CLASS:BT/DISHES/FOOD;творожная масса;FOOD;1.0
CLASS:MOVE;твёрдая почва;NO;1.0
TEZ:REL_TYPE;текст/доклад;VERTICAL;0.6875
TEZ:REL_TYPE;текст/заголовок;PART/WHOLE;1.0
TEZ:REL_TYPE;текст/запись;VERTICAL;0.7143
TEZ:REL_TYPE;текст/запятая;PART/WHOLE;0.7778
TEZ:REL_TYPE;текст/изложение;VERTICAL;0.9091
TEZ:REL_TYPE;текст/информация;PART/WHOLE;0.7143
TEZ:REL_TYPE;текст/параграф;PART/WHOLE;0.7222
TEZ:REL_TYPE;текст/поэзия;VERTICAL;0.7143
TEZ:REL_TYPE;текст/поэма;VERTICAL;1.0
TEZ:REL_TYPE;текст/предложения;PART/WHOLE;0.9286
TEZ:REL_TYPE;текст/смысл;PART/WHOLE;0.7143
TEZ:REL_TYPE;текст/сочинение;VERTICAL;1.0
TEZ:REL_TYPE;текст/стих;VERTICAL;0.9286
TEZ:REL_TYPE;текст/стихи;VERTICAL;0.9091
TEZ:REL_TYPE;текст/страница;PART/WHOLE;1.0
TEZ:REL_TYPE;текст/строка;PART/WHOLE;0.7059
TEZ:REL_TYPE;текст/сценарий;VERTICAL;0.7333
TEZ:REL_TYPE;текст/учебник;PART/WHOLE;1.0
TEZ:REL_TYPE;текст/язык;PART/WHOLE;1.0
TEZ:REL_TYPE;телохранитель/профессия;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;телятина;FOOD;1.0
CLASS:BT/DISHES/FOOD;телячьи ножки;FOOD;1.0
CLASS:WEATHER;темень;TIME_OF_DAY;1.0
CLASS:WEATHER;темнота;TIME_OF_DAY;1.0
TEZ:REL_TYPE;теорема/наука;PART/WHOLE;0.9231
TEZ:REL_TYPE;теория/наука;PART/WHOLE;0.75
CLASS:WEATHER;тепло;GOOD_WEATHER;1.0
CLASS:WEATHER;теплынь;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;термос;DISHES;1.0
CLASS:BT/DISHES/FOOD;терпкий вкус;FOOD;1.0
CLASS:BT/DISHES/FOOD;терпкое вино;FOOD;1.0
TEZ:REL_TYPE;территория/место;SYN;0.7647
CLASS:MOVE;терять;NO;1.0
CLASS:KIN;тесть;YES;1.0
