CORRECT;MISTAKE;WEIGHT
сливать;слиять;0.7273
сливать;сличть;0.0909
слить;слиять;0.4444
слить;слитк;0.3333
слить;сличть;0.0556
слить;слится;0.0556
слить;слия;0.0556
единение;единенье;0.3333
единение;единовение;0.3333
слив;сдив;0.0769
сливаться;сливаються;0.125
искание;зыскание;0.125
искание;изаскание;0.125
изысканный;изысканый;0.25
изысканность;изысканость;0.1429
изыскать;сзыскать;0.1111
взыскать;сзыскать;0.3333
эсер;эссер;0.6667
эсер;эсэр;0.3333
большевик;боьшевик;0.0333
большевик;больщевик;0.0333
большевик;бальшевик;0.0333
большевик;большевие;0.0333
мень;мениш;0.5
мень;меныш;0.5
коррупционер;корупционер;0.1429
коррупционер;корупцыонер;0.0714
мафия;мафич;0.25
коррумпированный;корумпированный;0.25
расслабиться;раслабиться;0.5
слабый;слабыё;0.5
слабый;слабкий;0.069
слабый;слбый;0.0345
слабый;слыбый;0.0345
ослабленный;ослабленый;0.4
послабление;послобление;0.1
новь;новен;0.3333
новь;нол;0.2
новь;ноу;0.1556
новь;новиз;0.1111
новенькое;новинькая;0.5
играют;игоают;0.1429
крейсер;кресер;0.0625
крейсер;крейслер;0.0313
авроры;аврорик;0.5
винт;вет;0.6667
винт;внт;0.0833
винт;виинт;0.0185
вертеться;вертетьэ;0.1111
авантюры;авантюрка;0.3333
авантюры;авантяры;0.3333
ведьмак;ведьмаг;0.5
ведьмак;вельмак;0.4167
камлание;камление;0.5
жнец;рец;0.5
жрёт;жры;0.5
жрецы;жры;0.3333
перламутровая;перломутровая;0.5
ныряльщик;ныряльшик;0.5
перламутр;перломутр;0.125
адаптировать;адаптироватся;0.0833
адаптировать;адаптироварь;0.0833
привыкание;првыкание;0.0385
привыкание;привикання;0.0385
адаптер;адаптор;0.8
растительный;расттительный;0.1429
подслушать;подслушывать;0.5
таракан;таракн;0.125
прослушка;пролушка;0.0345
майский;мсайский;0.0667
приятель;придатель;0.1458
приятель;преятель;0.0718
приятель;приятиль;0.0417
приятель;пиятель;0.037
приятель;прияель;0.0185
собеседница;собедница;0.125
приятели;приятельт;0.5
внедрить;внедрядь;0.125
внедрять;внедрядь;0.0667
внедрять;внердрять;0.0667
внедрённый;внедреный;0.3333
коммуникабельный;каммуникабельный;0.125
коммуникабельный;коммуникальный;0.125
коммуникативный;коммукативный;0.1667
коммуникативный;коммуникативнй;0.1667
коммуникативный;комуникативный;0.1667
классифицировать;класифицировать;0.0476
классифицировать;коассифицировать;0.0476
точнее;точнение;0.3333
точение;точнение;0.3333
уточнить;уточнивать;0.0333
уточнить;уточьнить;0.0333
уточнять;утоснять;0.05
уточнять;уточьнить;0.05
неведение;неведание;0.25
неведение;неведенье;0.25
неграмотность;неграммотность;0.5
пастырь;пастрь;0.5
пастырь;настырь;0.3333
пастырь;пастер;0.3333
настоял;настол;0.3333
дорогуши;дорогушы;0.5
рогу;рлогу;0.5
агуша;рогуша;0.6667
дорожить;дороить;0.25
ценная;ценнаф;0.3333
рыбачить;рыбаить;0.5
рыбачить;рабачить;0.1429
аспирантка;асперантка;0.25
интерн;интересн;0.3333
интерн;интерм;0.3333
поступить;постпить;0.3333
отражает;отраджает;0.0909
двойник;бвойник;0.3333
двойник;двоиник;0.1667
двойник;двоещник;0.1667
двойник;двойние;0.0833
просек;посек;0.0909
просек;прось;0.0909
просечь;прось;0.2
заводила;завадила;0.5
заводила;заводиоа;0.1429
журавлик;журавлить;0.1429
журавлик;жупавлик;0.1429
журавли;журавлтк;0.1
журавлиный;журавлинный;0.1111
журавлиная;журавлинная;0.5
толстовка;талстовка;0.5
кафтаны;кофтаны;0.5
надевать;надать;0.5
надевать;надивать;0.5
надевать;наждевать;0.3333
надевать;надевть;0.1
часовщик;часовшик;0.1111
пластина;пластикна;0.3333
пластинка;платинка;0.0435
пластинка;пласпинка;0.0161
выразительность;вырозительность;0.5
выразительность;выразительногсть;0.5
преувеличение;пеувеличение;0.5
преувеличение;приувеличение;0.4444
метаморфоза;метомарфоза;0.3333
метаморфоза;метамозфоза;0.25
дегтярный;дягтярный;0.5
желтеть;желеть;0.3333
бригадир;брегадир;0.1875
полоска;полока;0.3333
полоска;пососка;0.3333
полоска;полося;0.25
полоска;полочка;0.1111
полоска;полска;0.0625
полоска;полрска;0.0625
люля;пюля;0.1
сироп;сирок;0.3333
сироп;сиоп;0.2
сироп;сироа;0.193
сироп;сероп;0.125
пилюлька;пилюка;0.25
пилюлька;пилюлький;0.25
дока;достка;0.2
какать;какть;0.5
какать;какь;0.5
курьерский;куьерский;0.25
курьеры;курэри;0.5
доставлять;достовлять;0.3214
доставлять;достовляет;0.1429
щиколотки;щиколоть;0.6667
смирительная;смерительная;0.1875
смирительная;смеритильная;0.125
психопат;психопад;0.3889
решётки;решотки;0.4
решётки;рещётки;0.25
гуру;уруру;0.5
гуру;геру;0.125
гуру;гуро;0.0492
гуру;гуо;0.0164
гуру;гурац;0.0164
гуру;гурга;0.0164
гуру;гуа;0.0164
гуру;гуря;0.0164
гуру;гурки;0.0164
гуру;гурок;0.0164
сумчатое;сумчастое;0.05
кенгурята;кенгурха;0.3333
жвачное;жваче;0.25
мятная;мяфтная;0.0556
предпринимательская;предпренимательская;0.3333
жила;жело;0.25
жила;жыла;0.0286
патриотичный;патриотный;0.25
идиотизм;риотизм;0.2
идиотизм;итиотизм;0.1667
плеваться;плюваться;0.1455
плева;поева;0.3333
плева;плек;0.3333
вок;лок;0.5
плев;плек;0.2
слюня;слуни;0.3333
заведующая;заведующяя;0.25
переваривать;периваривать;0.0526
переварить;пиреварить;0.5
переварить;перварить;0.125
расщепление;расщипление;0.5
пищевод;пещевод;0.1667
пищевод;пищевд;0.0588
стругать;страгать;0.0625
кокосовая;какосовая;0.0476
вершки;вергки;0.5
фреон;фрион;0.5
бальзам;бальзал;0.3333
охлаждать;охлождать;0.2253
охлаждение;охлождение;0.125
погромщик;погромник;0.5
разгром;рагром;0.0476
докторша;докторица;0.3333
пробирка;пробрка;0.2
пробирка;прбирка;0.125
пробирка;пробмрка;0.0667
лаборантская;лаборанцкая;0.5
лаборантская;лаборанская;0.3333
лаборантская;лаборантная;0.3333
лаборантка;лабарантка;0.125
лаборантка;раборантка;0.125
обхаживать;обижаживать;0.3333
обихаживать;обижаживать;0.125
динамичность;денамичность;0.375
динамичность;диномичность;0.25
динамичный;диномичный;0.0417
динамичный;данамичный;0.0417
грубость;грудость;0.3333
грубость;грубостб;0.2
грубость;грубосьть;0.1667
блатной;блотной;0.0833
тюремный;тбремный;0.1429
лексика;лекстика;0.3333
лексика;лекскика;0.25
лексика;лексина;0.2
зарисовка;нарисовка;0.2
удаление;льдаление;0.5
отчуждать;отчуждить;0.1667
кактусы;кактцсы;0.25
кактусы;кактуся;0.0833
связист;связт;0.0769
телефония;телефонк;0.2
телефонистка;телефонисти;0.0769
телефонистка;телефонистика;0.0769
нектарин;никтарин;0.2857
нектарин;нексарин;0.0714
абрикос;абрекос;0.125
абрикос;обрикос;0.1208
курага;курвга;0.5
курага;грага;0.3333
курага;куряга;0.0909
поздравлять;позддравлять;0.0417
днём;днь;0.25
приёмная;приёмнои;0.5
приёмная;приюмная;0.125
преемственность;преемстенность;0.3333
целлофановый;цилофановый;0.5
целлофановый;целлафановый;0.5
целлофановый;целофановый;0.5
целлофановый;целафановый;0.5
кулёчек;кулёчик;0.2857
семечек;чемечек;0.25
идиотский;идеотский;0.25
кретинизм;критинизм;0.3333
хачи;хпрчи;0.5
хачи;хоче;0.5
хачи;хав;0.0833
харчи;харчев;0.1765
харчи;хпрчи;0.0588
харчи;харчек;0.0588
харчи;харчма;0.0588
закусочная;закусоная;0.0769
бистро;бистрро;0.25
бистро;ьистро;0.1667
таверна;таверня;0.5
адвокатов;адвакатов;0.0833
расстановка;расстоновка;0.5
расстановка;растановка;0.5
куку;ку-ку;0.4118
кукует;кукукает;0.1111
кукует;кукает;0.0556
кукушонок;кукушенок;0.8
куковать;кукавать;0.08
подбрасывать;подбрасывть;0.5
контрастность;контрасность;0.1
контрастность;контрасть;0.1
контрастный;коньрастный;0.0435
противоположный;противополоный;0.5
быстрота;быстроъ;0.5
быстрота;бысторота;0.5
быстрота;быстрата;0.3333
быстрота;бострота;0.2
быстрота;бустрота;0.1429
быстрота;бастрота;0.0588
интенсивное;интенсивнос;0.5
интенсивное;интенсивност;0.5
интенсивный;интенсивый;0.0435
интенсивный;интенисивный;0.0435
напряжённость;напряжоность;0.5
блат;блад;0.0417
чайный;чйный;0.1667
кончить;кончита;0.1818
дум;дл;0.3333
влас;влать;0.5
ссадит;ссаднит;0.5
сбежавший;сбежавщий;0.3333
витя;вяти;0.2
передаёт;передайот;0.0833
передаёт;передатьт;0.0833
кофточка;кофтка;0.2
страшилка;срашилка;0.0476
страшилка;страшылка;0.0392
страшилка;страшилаа;0.0196
страшилка;стррашилка;0.0196
ужастик;урастик;0.2
ужастик;ужастк;0.0833
ужастик;ужасник;0.0833
ужастик;ужастьк;0.0667
страхолюдина;стахолюдина;0.5
ужасно;ужасник;0.25
ужасно;ужаснео;0.25
ужасно;ужастно;0.25
ужасно;ужасс;0.25
коптеть;коптиь;0.5
коптеть;каптить;0.5
коптеть;каптит;0.5
коптить;копчить;0.1176
коптить;коптится;0.0714
коптить;коптиь;0.0357
коптить;копотить;0.0357
коптить;каптить;0.0357
коптить;каптит;0.0357
коптит;коптиь;0.3333
коптит;каптить;0.3333
коптит;каптит;0.3333
налёт;налёд;0.25
копчение;коптение;0.3333
шутит;шутеть;0.25
шутить;шутеть;0.0294
помпадур;пампадур;0.5
успокойся;узбагойся;0.5
скрипачка;скрипачь;0.3333
смык;смыч;0.8333
засосало;засасала;0.5
засосала;засасала;0.3333
засосала;засасало;0.3333
тонуть;тонути;0.5
тонуть;тоныть;0.25
тонуть;тоуть;0.25
тонуть;тануть;0.0857
тонуть;тонкть;0.0714
болотный;болтный;0.3333
тина;тра;0.5
тина;сина;0.1667
тина;дена;0.0909
тина;пуина;0.0833
увязать;увять;0.5
дирижировать;дережировать;0.1034
дирижировать;дирежировать;0.0345
дирижировать;дирижироать;0.0345
управляет;упровлять;0.5
дирижирует;дирежирует;0.3333
гадит;гадика;0.5
подколодная;подколодня;0.2
патиссон;патессон;0.5
стульев;стулев;0.125
стульев;стульек;0.1
стульев;стультев;0.0588
стульев;слульев;0.0106
стульев;стльев;0.005319148936170213
расшифровать;пасшифровать;0.5
расшифровать;расшивровать;0.5
расшифровать;разшифровать;0.5
зашифрованный;зашыфрованый;0.5
зашифрованный;зашифровонный;0.5
зашифрованный;зашифрованно;0.5
зашифрованный;зашиврованный;0.3333
зашифрованный;зашифрованый;0.3333
шифровать;шифроватся;0.0714
шифровать;шыфровать;0.0526
щепотка;чепотка;0.25
горох;горш;0.4013
горох;гороъ;0.3333
горох;гарох;0.1111
пригорок;пригородок;0.5
пригорок;пригоре;0.5
пригорок;пригоркак;0.5
плеч;плч;0.5
курировать;рурировать;0.0769
курировать;курьировать;0.0769
сгорбленный;сгрорбленный;0.25
сгорбленный;сгорьленный;0.25
беззубый;беззуюый;0.3333
старикан;старикаш;0.1
сервисы;сервисер;0.5
сервер;сервисер;0.25
сервировать;серировать;0.2
туризм;туризо;0.5
туризм;турис;0.1341
провокация;проввокация;0.25
провокация;провакация;0.1026
провокация;провакации;0.0256
провокация;провокаця;0.0256
провокация;провокацмя;0.0256
тоха;тохо;0.0714
быстрей;бцстрей;0.5
захоронить;зохоронить;0.1667
захоронить;захоронять;0.1667
похоронить;зохоронить;0.2
хоронит;харонить;0.5
трупы;трум;0.5
трупы;трур;0.3333
избегать;избежть;0.0833
избежать;избежть;0.0417
неизбежный;неизбеный;0.2
наперник;наперница;0.3333
сатин;сать;0.25
дополнять;дполнять;0.0417
дополнять;доплнять;0.0417
дополнительно;допрлнительно;0.1667
дополнительно;дополнтельно;0.1667
дополнить;дополять;0.025
дополнить;дополнитель;0.025
додать;додаток;0.5
добавление;дабавление;0.1429
гренка;гкенка;0.3333
тузить;тусить;0.3333
физиотерапия;физеотерапия;0.5
физиологический;физеологический;0.1667
неуравновешенный;неуравновешеный;0.5
неуравновешенный;неуравновешанный;0.5
психотерапевт;психотеропевт;0.2
психотерапевт;психотерапефт;0.1905
психотерапевт;псиотерапевт;0.0476
наставка;настава;0.5
обсервация;абсервация;0.2
наблюдения;наблюденье;0.2
бледнота;бледноя;0.2
бледная;бледноя;0.1667
заболел;зоболел;0.25
бледнолицый;бледголицый;0.5
бледно;бледа;0.5
бледен;бледа;0.5
приболеть;приболель;0.5
хворать;хворрь;0.3333
хворь;хворрь;0.0526
недомогать;недомагать;0.2885
рояль;роялб;0.5
рояль;раяль;0.1393
бемоль;бимоль;0.5
пиано;пианинно;0.2
представления;предстовление;0.5
балетмейстер;балетместер;0.25
априори;оприори;0.2
априори;апреори;0.2
приоритеты;приоритетно;0.1667
промышленный;промышленый;0.4167
промышлять;промыслять;0.0588
стор;оор;0.5
юнкера;юнкерша;0.25
юнкера;юнка;0.25
унтер;юнтер;0.5
кадет;кадед;0.1429
панель;шанель;0.5
панель;нанель;0.1429
панель;понель;0.1429
шляться;шлаться;0.2
бордель;бардель;0.5016
воронцы;вороно;0.5
воронцы;воронцовы;0.5
воронцы;воронины;0.5
воронеж;вороно;0.2
воронье;вороно;0.5
предписать;преписать;0.125
ропак;рапак;0.5
моржи;морз;0.5
моржи;моро;0.5
моржи;мржи;0.3333
предавать;предасть;0.1111
предан;предад;0.3333
отвержение;овержение;0.25
отрицать;отричать;0.5
отрицать;отрецать;0.0204
егерь;егерт;0.0625
тональность;тональнасть;0.1667
эстрада;естрада;0.5
эстрада;этрада;0.3333
эстрада;эсторада;0.2
ария;авя;0.2
углеводород;угловодород;0.25
сближать;сближатся;0.1429
куплеты;куплты;0.1429
куплеты;куплетец;0.1429
частушки;частушгки;0.3333
частушки;честушки;0.1667
частушки;чистушки;0.1667
стекляшка;стеклянка;0.4
скляночка;стекляночка;0.5
баночка;юаночка;0.3333
баночка;баносчка;0.25
баночка;банкка;0.1667
баночка;баноска;0.0159
битое;билое;0.25
шептуха;шепотуха;0.25
говорила;говорыла;0.0357
завернуть;завернять;0.5
плащи;плащем;0.3333
плат;плащь;0.8
плат;пилат;0.2
плащик;плащаник;0.5
бубонная;бубонская;0.1667
чумной;чумный;0.2857
чумной;чумавой;0.1429
мореход;морехлд;0.5
проливной;вроливной;0.25
прилив;прилиф;0.2
гетман;гетьман;0.6667
козаки;казоки;0.2
казаки;казачии;0.5
казаки;казоки;0.1
атаманша;атамани;0.1667
ата;айка;0.5
шара;шарие;0.25
западное;заподное;0.1
правое;правае;0.0263
правое;павое;0.0263
левое;левле;0.0256
преследует;приследует;0.3333
мотористка;мотористъ;0.125
моторика;моторит;0.5
прыщик;прищик;0.6389
прыщик;прыщь;0.5
прыщик;прышик;0.1111
прыщик;пришик;0.1111
рационально;рацыонально;0.5
моцион;мацион;0.5
задница;зпдница;0.04
ягодицы;ягодици;0.1548
встречка;встречя;0.1667
встречающий;встрещающий;0.3333
поперечный;попереченый;0.1429
навстречу;навстречку;0.0667
навстречу;настречу;0.0667
ухмыляться;ухмылятся;0.1429
ухмыляться;ухмылаться;0.0476
ухмыляться;ухмеляться;0.0476
ухмыляться;ухмылються;0.0476
сарказм;сорказм;0.125
откликнется;откликатся;0.5
отозваться;отозватся;0.0769
оклик;оклил;0.3333
отзыв;отзив;0.0238
вознаградить;вознагродить;0.1111
няшка;няжка;0.25
няшка;няшечка;0.2197
няшка;нка;0.2
няшка;нямка;0.2
няшка;нашка;0.1806
няшка;няфа;0.1681
няшка;нфшка;0.1429
няшка;нушка;0.125
няшка;мшка;0.125
няшка;няффка;0.1007
няшка;шяшка;0.0862
няшка;няма;0.0841
няшка;няха;0.0303
няшка;няка;0.0116
няшка;няшн;0.004335260115606936
няшка;нюшка;0.004335260115606936
няшка;хуяшка;0.004335260115606936
няшка;няшя;0.004335260115606936
няшка;няшна;0.004335260115606936
няшка;няшочка;0.004335260115606936
няшка;няяшка;0.002890173410404624
няшка;наяшка;0.002890173410404624
няшка;нека;0.002890173410404624
няшка;нежка;0.001445086705202312
няшка;няшкоо;0.001445086705202312
няшка;няшичка;0.001445086705202312
няшка;няяяшка;0.001445086705202312
няшка;няшинка;0.001445086705202312
няшка;кшка;0.001445086705202312
няшка;няяяяяяяяяяяяяшка;0.001445086705202312
няшка;няшаа;0.001445086705202312
няшка;гяшка;0.001445086705202312
няшка;няща;0.001445086705202312
няшка;еяшка;0.001445086705202312
няшка;нышка;0.001445086705202312
бедная;беднй;0.04
обморожение;обморрожение;0.2
обморожение;обморажение;0.1111
переохлаждение;переохлождение;0.1111
кодировка;кадировка;0.375
кодировка;кодировочка;0.25
развязка;розвязка;0.1111
душеприказчик;душепрказчик;0.25
душеприказчик;душкеприказчик;0.25
приказной;прказной;0.5
молвить;молвие;0.55
молвить;молчть;0.05
дзен;дзэ;0.8462
дзен;дзэн;0.6071
дзен;дзынь;0.4615
дзен;дэн;0.3462
дзен;дзвон;0.2308
дзен;ден;0.1923
дзен;дун;0.1538
дзен;дзин;0.1538
дзен;двен;0.0769
дзен;дзедун;0.0769
дзен;дзэнь;0.0714
дзен;дэен;0.0385
дзен;дзын;0.0385
дзен;дзи;0.0385
дзен;взен;0.0385
дзен;дзвин;0.0385
выкинуть;викинуть;0.1639
выкинуть;выкинцуть;0.0833
выкинуть;вырнуть;0.0833
безработная;безработняя;0.0714
поломойка;паломойка;0.5
сотрясать;сотрсать;0.0909
сотрясать;сострясать;0.0909
медуза;мидуза;0.3056
медуза;межуза;0.1111
медуза;мезуза;0.05
медуза;иедуза;0.05
каракатица;каркатица;0.3333
членистоногие;членистоногоие;0.5
щуп;шуп;0.1667
щуп;щап;0.1667
дежурный;жежурный;0.0364
дежурный;дежурноый;0.0182
дежурный;дужурный;0.0182
дежурный;деурный;0.0182
дежурная;дужурная;0.05
журить;деурить;0.5
спиральный;спираньный;0.0833
солёное;солоное;0.25
гемоглобин;гемоглабин;0.3722
гемоглобин;гимоглабин;0.1
малокровие;малокровье;0.1333
сгущение;сгущеное;0.3333
густо;густее;0.1818
густо;гусвто;0.0556
гущ;гащ;0.3333
густота;густок;0.5
густота;густоэ;0.0588
пуща;нуща;0.1667
стога;стох;0.5
стог;стох;0.0435
копны;кпны;0.5
мана;мавпа;0.5
овсяные;овсянное;0.5
овсяные;овсянные;0.0909
овсяные;овсные;0.0909
мюсли;мясли;0.3333
стишок;стишек;0.2778
стишок;стишрк;0.2
стишок;стошок;0.0556
рифмованный;рифмованый;0.3333
садовник;садоводник;0.25
садовник;содовник;0.1716
садовник;садник;0.1538
садовник;садовик;0.125
садовник;садобник;0.0769
амбициозный;амбицыозный;0.069
амбиции;амбицыи;0.1
капризы;капризик;0.1818
капризы;кпризы;0.0909
капризы;капризка;0.0909
капризуля;капризуня;0.125
нытьё;нотьё;0.1667
капризный;кпризный;0.0714
чешский;ческий;0.5
туфелька;туфилька;0.0625
рубит;рубидь;0.2
рубит;рубк;0.2
рубит;рубиь;0.1111
рубил;рубиь;0.1667
руби;рубло;0.3333
брезгать;бразгать;0.1429
брезгать;брезжать;0.1429
брезгать;брегать;0.1429
брезгать;брезкать;0.1429
брезгливый;безгливый;0.0385
брезгует;брезгоет;0.2
брезговать;брезгвовать;0.037
чистоплюй;читоплюй;0.25
брезг;бзезг;0.125
брезг;бреза;0.125
орех;оррех;0.05
орех;ореш;0.0361
орех;арех;0.0222
миндаль;мендаль;0.2285
напрокат;впрокат;0.3333
прокатится;прокататся;0.5
профессии;професия;0.5
профессии;проффесия;0.3333
своеобразие;своиобразие;0.5
пачкаться;пачкатьтся;0.3333
сажи;сажка;0.5
пачкать;печкать;0.25
испачкаться;испачкатся;0.25
кураре;курара;0.5
остриё;астриё;0.0556
увеличительное;увиличительное;0.2955
увеличительное;увелечительная;0.0909
увеличительное;увелечительное;0.0909
увеличительное;увеличитеьное;0.0909
увеличительное;увеличительнок;0.0909
сваха;свадба;0.6667
сваха;снаха;0.5
жената;жета;0.3333
банкет;бакет;0.5
банкет;багкет;0.5
планы;планк;0.5
рейка;рейуа;0.5
единомыслие;единомыслить;0.5
сообщник;сообщик;0.5
патронаж;патранаж;0.3333
попечительство;попечительчтво;0.1429
попечительство;попячительство;0.1429
попечительство;попесительство;0.1429
обвиняет;объвинять;0.2
папины;папини;0.0909
литься;льеться;0.3333
паралич;паралия;0.25
излияние;ислияние;0.04
родинки;родити;0.2
коричневое;коричневаяъ;0.3333
папиллома;папиломма;0.5
ингалятор;инголятор;0.25
ингалятор;ингаллятор;0.05
совершенность;совершенносто;0.5
совершенствоваться;совершествоваться;0.2
совершенно;совершенсто;0.125
коррозия;корозия;0.3155
коррозия;карозия;0.1726
коррозия;короззия;0.0952
коррозия;каррозия;0.0833
ржавое;ржавч;0.5
ржавый;ржавч;0.0278
ржава;ржавч;0.5
гнить;гниь;0.5
гниль;гниь;0.5
гниль;книль;0.0588
ржаветь;ржеветь;0.0909
выплачивать;выпачивать;0.1667
окончания;окнчания;0.5
испаряется;ипаряется;0.5
испаряется;испорятся;0.5
испарить;испарать;0.6667
испарять;испореть;0.5
испарять;испарать;0.3333
конденсат;коненсат;0.1429
рассудок;руссудок;0.0189
рассудок;расудок;0.0189
рассудок;сассудок;0.0189
рассудить;расудить;0.3333
изъят;изъяди;0.5
изъять;изьять;0.1481
изъять;изъяти;0.037
изъять;изят;0.037
взять;взчть;0.1667
взять;винять;0.0769
взять;взать;0.0769
забирание;забрание;0.5
конфискация;конфискацыя;0.1429
убью;убл;0.3333
убью;ублю;0.3333
шашка;шошка;0.125
шашка;шешка;0.125
шашка;шщашка;0.025
шашка;шашака;0.025
пешки;шшки;0.3333
пешки;пешков;0.25
пешком;пешков;0.1429
пешком;пещком;0.1429
спешка;шешка;0.5
спешка;мпешка;0.5
уделать;зделать;0.125
уделить;уделие;0.3333
очистка;систка;0.0909
пароли;парорли;0.3333
порох;парох;0.5
пароходы;пароходи;0.3333
моисей;мойсей;0.5
пророк;пррок;0.0192
пророк;пророг;0.0192
эвакуатор;евакуатор;0.125
буксировщик;буксирщик;0.5
букс;букы;0.5
буксовать;буксувать;0.0833
румяное;румянное;0.5
наливное;наливое;0.0769
простудиться;простудився;0.0435
стужа;студ;0.5
стужа;сткжа;0.009900990099009901
стужа;студа;0.009900990099009901
заболеть;забалеть;0.3333
заболеть;заюолеть;0.125
поёма;поэмма;0.1961
поёма;пэма;0.0588
поёма;поэа;0.0588
засасывать;засасывае;0.3333
засасывать;засасовать;0.3333
засос;сасос;0.5
засос;всос;0.25
засос;сосос;0.0108
засос;засоз;0.0108
засос;засом;0.0108
пиль;пль;0.5
всасывать;всасыватель;0.25
старшеклассница;старшекласница;0.1667
одиннадцатиклассник;одиннадцатикласник;0.2
одиннадцатиклассник;одинадцатиклассник;0.2
бархатная;бархотная;0.3333
вояж;воять;0.0476
скорый;скорыый;0.1667
скорый;скоый;0.125
экспрессивный;экспрессионный;0.5
собственный;собственний;0.125
собственный;собственый;0.0588
своё;своэ;0.0833
твоё;тве;0.5
кард;картэ;0.2
переработать;переоаботать;0.0625
переработать;переработывать;0.0625
переработать;перероаботать;0.0625
переработать;перерабтать;0.0625
перерабатывать;переработывать;0.0588
работка;работо;0.125
присягнуть;присануть;0.3333
горгона;гаргона;0.4375
жалить;жжалит;0.5
жалить;жалть;0.1111
жалить;жалять;0.1111
медузы;мидузы;0.5
медузы;медузяк;0.3333
жалит;жалять;0.1458
бесцветная;безцветная;0.5
испанцы;испанци;0.3333
антициклон;антицеклон;0.0417
загруженность;загруженость;0.25
занятый;занеятый;0.0667
занятой;занятос;0.0476
занятой;занятост;0.0476
занятой;занятыфй;0.0476
занятой;занетой;0.0476
занят;затят;0.3333
занят;занат;0.3333
занят;занет;0.0303
зимовье;замовье;0.1667
зимовать;зимовоть;0.0333
иммунный;имунный;0.6667
иммунный;иммуный;0.3333
иммунная;умунная;0.2
закалка;заказка;0.25
триумфальный;трумфальный;0.1667
ново;новй;0.5
ново;новие;0.5
ново;новий;0.5
коралловые;караловые;0.2
бусины;бусены;0.0556
бляшка;бляжка;0.0476
бляшка;бляхушка;0.0476
ляха;ляъ;0.5
стеллаж;стелаж;0.5
стеллаж;стилаж;0.5
камора;камура;0.0909
камора;комора;0.0909
комнатка;комнатцшка;0.1
комнатка;камнатка;0.1
комнатка;комнаба;0.0833
индейка;индеанка;0.0769
индейский;индиййский;0.3333
инки;инд;0.5
прерия;прериии;0.3333
зала;заз;0.5
зала;пла;0.5
зала;залл;0.25
печенька;печенужка;0.5
печенька;печеночка;0.3333
печенька;печенюшка;0.3333
печенька;пиченька;0.3333
мучное;мучнок;0.5
мучное;мусное;0.0233
краснуха;краснха;0.2
комарик;комарь;0.5
комарик;камарик;0.0811
комарик;комарчик;0.0541
комарик;коморик;0.027
комарик;комалик;0.027
комарик;комарица;0.027
пищать;писчать;0.1063
пищать;пискать;0.093
пищать;птщать;0.0233
пищать;писщать;0.0233
пищать;пщать;0.0233
пищать;пишать;0.0233
пищит;пишит;0.2618
пищит;писчит;0.0547
пищит;пииищит;0.0118
пищит;пищеть;0.0118
пищит;пищин;0.0118
пищит;питт;0.0118
пищат;пишать;0.3333
пискуны;пискуни;0.3333
иное;иопое;0.5
иное;ипе;0.5
иное;гое;0.5
иное;инная;0.5
альтернативный;альтернатисвный;0.0476
волокнистый;волокнистй;0.25
волок;волоч;0.3333
ворс;врс;0.5
ворс;ворос;0.0278
параллелограмм;паралеллаграм;0.5
параллелограмм;паралеллограм;0.1833
параллелограмм;паралеллограмм;0.1833
параллелограмм;паралелограм;0.1667
угла;углфы;0.5
углы;углфы;0.0455
углы;уголы;0.0455
угольник;угрольник;0.0385
угольник;уголник;0.0385
примой;пряымой;0.5
шпик;шпильк;0.3333
шпик;шпилн;0.3333
парилка;парица;0.0526
банник;баньщик;0.0909
тотализатор;татализатор;0.5
репрессии;рпепрессии;0.5
тоталитарный;таталитарный;0.5
тоталитарный;толитарный;0.0625
диктатура;дтиктатура;0.2
тракт;трект;0.1429
тракт;терракт;0.125
тракт;тиракт;0.125
корявость;корявить;0.5
сучек;стручек;0.5
корявая;еорявая;0.5
весомость;весемость;0.1667
невесомый;немесомый;0.25
невесомый;невысомый;0.0833
невесомый;невисомый;0.0833
включённый;включеный;0.3333
прививать;привать;0.0476
подделывать;подделвать;0.3333
фальшь;фальс;0.5
фальшь;фальша;0.4167
фальсифицировать;фальсификировать;0.1
фальсификатор;фальсмфикатор;0.2
недуг;недо;0.4
домогание;помогание;0.125
прижигать;прижегать;0.3333
бородавчатый;бородавчестый;0.5
бутылочка;бутылкка;0.5
бутылочка;бутлочка;0.1111
бутылочка;бутылосчка;0.0435
пустые;пустыха;0.5
пустые;пустышк;0.5
пуст;пыст;0.3333
пустое;пустото;0.5
пустое;пустаяя;0.3333
пустое;пусотое;0.3333
простушка;постушка;0.5
паркет;пркет;0.2
паркет;поркет;0.0551
паркет;парет;0.0417
паркет;перкет;0.0417
паркет;пвркет;0.0333
трость;тростик;0.5
трость;тость;0.0263
экзотика;эгзотика;0.5
экзотика;екзотика;0.2857
реализм;риализм;0.4857
реализм;риолизм;0.1429
реализм;иализм;0.1429
империал;иппериал;0.3333
толерантность;талерантность;0.5
толерантность;толерантнорсть;0.3333
деликатный;деликтный;0.069
деликатный;делекатный;0.0345
деликатный;деликатый;0.0345
деликатная;деликантная;0.25
тактичность;тактичьность;0.1
бутылёк;бутылк;0.5
ампулы;ампцлы;0.2
черемша;черемха;0.5
коммунальная;комунальная;0.5
коммунальная;кммунальная;0.125
купец;курец;0.0714
купец;куец;0.0714
позволено;позволени;0.3333
позволено;позволеный;0.3333
веление;воление;0.3333
